Date,Country,Population,Total Tests,Total Cases,Total Deaths,Total Recovered,Serious or Critical,Active Cases
2020-05-05,Ukraine,43762985,139759,12697,316,1875,167,10506
2020-05-05,Indonesia,273176544,121547,12071,872,2197,,9002
2020-05-05,Romania,19251921,205842,13837,841,5454,244,7542
2020-05-05,Israel,8638917,417100,16289,238,10465,89,5586
2020-05-05,South Africa,59218133,268064,7572,148,2746,36,4678
2020-05-05,Japan,126520115,186343,15253,556,4496,308,10201
2020-05-05,Colombia,50817787,127105,8613,378,2013,128,6222
2020-05-05,Austria,9000366,285883,15650,606,13462,104,1582
2020-05-05,Kuwait,4262847,196397,5804,40,2032,90,3732
2020-05-05,Egypt,102094004,90000,7201,452,1730,,5019
2020-05-05,Dominican Republic,10834889,33377,8480,354,1905,144,6221
2020-05-05,Philippines,109403890,130889,9684,637,1408,31,7639
2020-05-05,S. Korea,51264120,640237,10804,254,9283,55,1267
2020-05-05,Denmark,5789832,257738,9821,503,7296,49,2022
2020-05-05,Serbia,8741321,111278,9677,200,1723,51,7754
2020-05-05,Panama,4306425,35556,7387,203,726,93,6458
2020-05-05,Czechia,10706690,269093,7896,257,4006,59,3633
2020-05-05,Argentina,45146322,69718,5020,264,1472,148,3284
2020-05-05,Norway,5416217,189657,7955,215,32,27,7708
2020-05-05,Algeria,43752773,6500,4838,470,2067,22,2301
2020-05-05,Bahrain,1693667,155501,3720,8,1762,1,1950
2020-05-05,Afghanistan,38817349,13076,3224,95,421,7,2708
2020-05-05,Australia,25464216,664756,6849,96,5889,27,864
2020-05-05,Morocco,36857758,49570,5219,181,1838,1,3200
2020-05-05,Malaysia,32315733,213220,6383,106,4567,24,1710
2020-05-05,Kazakhstan,18749587,320411,4205,29,1279,40,2897
2020-05-05,Finland,5539729,106300,5412,246,3500,48,1666
2020-05-05,Nigeria,205486161,19512,2950,98,481,4,2371
2020-05-05,Moldova,4035024,20447,4363,136,1544,237,2683
2020-05-05,Ghana,30991423,129461,2719,18,294,4,2407
2020-05-05,Oman,5089968,40459,2735,13,858,17,1864
2020-05-05,Armenia,2962604,25846,2619,40,1111,10,1468
2020-05-05,Bolivia,11653648,7651,1681,82,174,3,1425
2020-05-05,Luxembourg,624724,49299,3840,96,3412,22,332
2020-05-05,Iraq,40108260,113484,2431,102,1571,,758
2020-05-05,Hungary,9663123,85557,3065,363,709,55,1993
2020-05-05,Cameroon,26461313,,2104,64,953,12,1087
2020-05-05,Azerbaijan,10128288,164481,2060,26,1508,18,526
2020-05-05,Thailand,69779718,227860,2988,54,2747,61,187
2020-05-05,Greece,10428746,83750,2642,146,1374,35,1122
2020-05-05,Guinea,13086759,,1811,10,498,,1303
2020-05-05,Uzbekistan,33409960,325000,2207,10,1501,8,696
2020-05-05,Honduras,9885245,5243,1178,83,122,10,973
2020-05-05,Sudan,43719159,,778,45,70,,663
2020-05-05,Senegal,16687100,17787,1329,11,470,6,848
2020-05-05,Bosnia and Herzegovina,3283087,35296,1946,79,911,4,956
2020-05-05,Bulgaria,6954222,50303,1704,80,342,37,1282
2020-05-05,Croatia,4108081,39973,2112,83,1560,14,469
2020-05-05,Ivory Coast,26294743,11448,1464,18,701,,745
2020-05-05,Guatemala,17874358,7200,730,19,79,5,632
2020-05-05,Cuba,11327404,57711,1685,69,954,8,662
2020-05-05,North Macedonia,2083384,17359,1526,86,1013,21,427
2020-05-05,Iceland,340982,51345,1799,10,1733,,56
2020-05-05,Estonia,1326433,57423,1711,55,261,6,1395
2020-05-05,Tajikistan,9510530,,293,5,,,288
2020-05-05,Lithuania,2726360,149106,1423,46,678,17,699
2020-05-05,DRC,89204344,,705,34,90,,581
2020-05-05,Djibouti,986245,14378,1120,2,745,,373
2020-05-05,New Zealand,4817585,155928,1486,20,1302,,164
2020-05-05,Slovakia,5459339,99864,1421,25,741,6,655
2020-05-05,Slovenia,2078905,57504,1445,98,244,17,1103
2020-05-05,Somalia,15835721,,835,38,75,2,722
2020-05-05,Gabon,2219053,724,397,6,93,1,298
2020-05-05,El Salvador,6482375,30387,587,13,201,3,373
2020-05-05,Mayotte,271976,3400,739,9,352,6,378
2020-05-05,Kyrgyzstan,6510930,56488,843,11,600,13,232
2020-05-05,Maldives,539365,9863,573,2,20,2,551
2020-05-05,Hong Kong,7489763,154989,1041,4,920,1,117
2020-05-05,Tunisia,11803787,25165,1022,43,482,17,497
2020-05-05,Guinea-Bissau,1962083,1500,413,1,19,,393
2020-05-05,Latvia,1888464,66150,896,17,348,4,531
2020-05-05,Sri Lanka,21402783,26842,771,9,213,1,549
2020-05-05,Albania,2878155,9276,820,31,570,7,219
2020-05-05,Lebanon,6828869,42488,741,25,206,43,510
2020-05-05,Cyprus,1206320,66975,878,15,296,15,567
2020-05-05,Kenya,53621669,24784,535,24,182,2,329
2020-05-05,Niger,24088734,5375,763,38,543,,182
2020-05-05,Mali,20174887,2172,612,32,228,,352
2020-05-05,Costa Rica,5088572,14121,755,6,413,5,336
2020-05-05,Burkina Faso,20829100,,688,48,548,,92
2020-05-05,Paraguay,7121943,11913,431,10,135,7,286
2020-05-05,Andorra,77251,1673,751,46,514,16,191
2020-05-05,Zambia,18317156,7277,138,3,92,1,43
2020-05-05,Uruguay,3472331,23811,670,17,468,10,185
2020-05-05,Equatorial Guinea,1396874,854,315,3,13,,299
2020-05-05,Georgia,3990035,20579,604,9,240,6,355
2020-05-05,San Marino,33923,2538,589,41,92,5,456
2020-05-05,Jordan,10191015,91666,471,9,375,5,87
2020-05-05,Venezuela,28445034,482953,361,10,158,1,193
2020-05-05,Malta,441407,36945,482,5,403,1,74
2020-05-05,Channel Islands,173672,5342,545,40,406,,99
2020-05-05,Haiti,11385726,1037,101,12,10,,79
2020-05-05,Jamaica,2959659,5830,471,9,49,2,413
2020-05-05,Chad,16364523,,170,17,43,,110
2020-05-05,Sierra Leone,7956645,,199,11,43,,145
2020-05-05,Tanzania,59512999,,480,16,167,7,297
2020-05-05,Réunion,894557,,424,,300,2,124
2020-05-05,Taiwan,23811805,64958,438,6,334,,98
2020-05-05,Congo,5500730,,236,10,26,,200
2020-05-05,Palestine,5086351,32200,371,2,127,,242
2020-05-05,Nepal,29071791,64492,82,,16,,66
2020-05-05,Ethiopia,114599417,25135,145,4,91,,50
2020-05-05,Benin,12082333,,96,2,50,,44
2020-05-05,Isle of Man,84980,3459,326,23,271,19,32
2020-05-05,Mauritius,1271525,18959,332,10,319,3,3
2020-05-05,Togo,8254058,7896,128,9,74,,45
2020-05-05,Cabo Verde,555261,791,186,2,37,,147
2020-05-05,CAR,4819377,3498,85,,10,,75
2020-05-05,Montenegro,628057,7816,324,8,253,2,63
2020-05-05,Vietnam,97234232,261004,271,,232,8,39
2020-05-05,Madagascar,27599599,3861,151,,101,1,50
2020-05-05,Rwanda,12911155,35992,261,,129,,132
2020-05-05,South Sudan,11177895,1247,52,,,,52
2020-05-05,Uganda,45550580,41478,98,,55,,43
2020-05-05,Sao Tome and Principe,218653,175,174,3,4,,167
2020-05-05,Liberia,5042565,,170,20,58,,92
2020-05-05,French Guiana,297687,,133,1,100,2,32
2020-05-05,Eswatini,1158724,714,119,1,12,,106
2020-05-05,Martinique,375298,,181,14,83,5,84
2020-05-05,Myanmar,54366792,9037,161,6,49,,106
2020-05-05,Faeroe Islands,48841,8157,187,,185,,2
2020-05-05,Guadeloupe,400116,,152,12,98,5,42
2020-05-05,Gibraltar,33692,2931,144,,133,,11
2020-05-05,Mozambique,31141818,2867,81,,19,,62
2020-05-05,Brunei,436979,14610,138,1,131,2,6
2020-05-05,Mongolia,3271795,8889,41,,13,,28
2020-05-05,Yemen,29742981,120,22,4,1,,17
2020-05-05,Bermuda,62304,3374,115,7,54,4,54
2020-05-05,Guyana,786108,579,92,9,27,3,56
2020-05-05,Cambodia,16690788,12461,122,,120,1,2
2020-05-05,Trinidad and Tobago,1398962,2071,116,8,102,,6
2020-05-05,Aruba,106713,1780,101,2,82,4,17
2020-05-05,Monaco,39209,,95,4,81,1,10
2020-05-05,Bahamas,392795,1485,89,11,26,1,52
2020-05-05,Cayman Islands,65629,2528,75,1,14,3,60
2020-05-05,Barbados,287335,2549,82,7,47,4,28
2020-05-05,Liechtenstein,38115,900,82,1,55,,26
2020-05-05,Mauritania,4633922,1032,8,1,6,,1
2020-05-05,Sint Maarten,42817,329,76,14,44,7,18
2020-05-05,Malawi,19066433,907,41,3,9,1,29
2020-05-05,Libya,6859926,2338,63,3,23,,37
2020-05-05,French Polynesia,280717,2697,60,,54,1,6
2020-05-05,Syria,17446406,,44,3,27,,14
2020-05-05,Angola,32731783,3000,36,2,11,,23
2020-05-05,Zimbabwe,14836491,7642,34,4,5,,25
2020-05-05,Macao,648258,,45,,39,1,6
2020-05-05,Burundi,11844472,284,15,1,7,,7
2020-05-05,Saint Martin,38585,,38,3,29,1,6
2020-05-05,Eritrea,3540444,,39,,30,,9
2020-05-05,Nicaragua,6615040,,16,5,7,,4
2020-05-05,Antigua and Barbuda,97833,153,25,3,16,1,6
2020-05-05,Botswana,2345678,8636,23,1,8,,14
2020-05-05,Gambia,2407856,401,17,1,9,,7
2020-05-05,Timor-Leste,1315315,664,24,,20,,4
2020-05-05,Grenada,112462,1406,21,,13,4,8
2020-05-05,Bhutan,770586,11015,7,,5,,2
2020-05-05,Laos,7262665,2418,19,,9,,10
2020-05-05,Belize,396732,1043,18,2,16,,0
2020-05-05,Fiji,895677,1007,18,,14,,4
2020-05-05,New Caledonia,285170,5052,18,,17,1,1
2020-05-05,Saint Lucia,183529,446,18,,15,,3
2020-05-05,St. Vincent Grenadines,110899,137,17,,9,,8
2020-05-05,Curaçao,164015,374,16,1,13,,2
2020-05-05,Dominica,71965,416,16,,14,,2
2020-05-05,Namibia,2535193,1122,16,,8,,8
2020-05-05,Saint Kitts and Nevis,53155,318,15,,12,,3
2020-05-05,Falkland Islands,3467,388,13,,13,,0
2020-05-05,Turks and Caicos,38653,107,12,1,6,,5
2020-05-05,Vatican City,801,,11,,2,,9
2020-05-05,Comoros,867268,,3,,,,3
2020-05-05,Montserrat,4992,36,11,1,7,1,3
2020-05-05,Suriname,586006,404,10,1,9,,0
2020-05-05,Greenland,56759,1332,11,,11,,0
2020-05-05,Seychelles,98275,,11,,8,,3
2020-05-05,British Virgin Islands,30207,132,7,1,3,,3
2020-05-05,Papua New Guinea,8925907,2402,8,,8,,0
2020-05-05,Caribbean Netherlands,26194,110,6,,,,6
2020-05-05,St. Barth,9874,,6,,6,,0
2020-05-05,Western Sahara,595462,,6,,5,,1
2020-05-05,Anguilla,14987,,3,,3,,0
2020-05-05,Lesotho,2140235,,,,,,
2020-05-05,Saint Pierre Miquelon,5797,,1,,,,1
2020-05-06,USA,330774664,8005435,1263092,74799,212981,15827,975312
2020-05-06,Russia,145927292,4633731,165929,1537,21327,2300,143065
2020-05-06,Spain,46752703,1932455,253682,25857,159359,2075,68466
2020-05-06,Brazil,212380932,339552,126611,8588,51370,8318,66653
2020-05-06,UK,67844241,1448010,201101,30076,,1559,170681
2020-05-06,Italy,60471924,2310929,214457,29684,93245,1333,91528
2020-05-06,France,65256826,1100228,174191,25809,53972,3147,94410
2020-05-06,Germany,83752855,2755770,168162,7275,137696,1884,23191
2020-05-06,Turkey,84230075,1234724,131744,3584,78202,1278,49958
2020-05-06,Iran,83862642,531275,101650,6418,81587,2735,13645
2020-05-06,India,1378381772,1276781,52987,1785,15331,,35871
2020-05-06,Peru,32915899,429458,54817,1533,17527,717,35757
2020-05-06,China,1439323776,,82883,4633,77911,26,339
2020-05-06,Canada,37702769,973558,63496,4232,28171,502,31093
2020-05-06,Saudi Arabia,34747330,389659,31938,209,6783,137,24946
2020-05-06,Belgium,11583739,474176,50781,8339,12731,646,29711
2020-05-06,Mexico,128770253,105664,26025,2507,16810,378,6708
2020-05-06,Chile,19096687,232108,23048,281,11189,470,11578
2020-05-06,Netherlands,17130492,243277,41319,5204,,628,35865
2020-05-06,Pakistan,220356788,232582,23214,544,6281,111,16389
2020-05-06,Qatar,2875047,112963,17972,12,2070,72,15890
2020-05-06,Ecuador,17610231,81392,29420,1618,3433,156,24369
2020-05-06,Switzerland,8647139,290365,30060,1805,25700,121,2555
2020-05-06,Belarus,9449678,220045,19255,112,4388,92,14755
2020-05-06,Sweden,10091856,148500,23918,2941,4074,425,16903
2020-05-06,Portugal,10200063,470234,26182,1089,2076,136,23017
2020-05-06,Singapore,5844888,175604,20198,20,1634,23,18544
2020-05-06,Ireland,4931150,214761,22248,1375,17110,93,3763
2020-05-06,UAE,9875965,1200000,15738,157,3359,1,12222
2020-05-06,Bangladesh,164493041,99646,11719,186,1403,1,10130
2020-05-06,Poland,37851327,410468,14740,733,4655,160,9352
2020-05-06,Ukraine,43762985,144283,13184,327,2097,169,10760
2020-05-06,Indonesia,273176544,121547,12438,895,2317,,9226
2020-05-06,Romania,19251921,217139,14107,864,5788,244,7455
2020-05-06,Israel,8638917,423125,16310,239,10637,89,5434
2020-05-06,South Africa,59218133,279379,7808,153,3153,36,4502
2020-05-06,Japan,126520115,186343,15253,556,4496,308,10201
2020-05-06,Colombia,50817787,131110,8959,397,2148,123,6414
2020-05-06,Austria,9000366,292254,15684,608,13639,97,1437
2020-05-06,Kuwait,4262847,196397,6289,42,2219,88,4028
2020-05-06,Egypt,102094004,90000,7588,469,1815,,5304
2020-05-06,Dominican Republic,10834889,33377,8807,362,1960,144,6485
2020-05-06,Philippines,109403890,140134,10004,658,1506,31,7840
2020-05-06,S. Korea,51264120,643095,10806,255,9333,55,1218
2020-05-06,Denmark,5789832,270680,9938,506,7493,46,1939
2020-05-06,Serbia,8741321,117474,9791,203,1971,48,7617
2020-05-06,Panama,4306425,36483,7523,210,823,88,6490
2020-05-06,Czechia,10706690,278519,7974,262,4205,59,3507
2020-05-06,Argentina,45146322,72315,5208,273,1524,148,3411
2020-05-06,Norway,5416217,189657,7996,216,32,27,7748
2020-05-06,Algeria,43752773,6500,4997,476,2197,22,2324
2020-05-06,Bahrain,1693667,160341,3934,8,1860,4,2066
2020-05-06,Afghanistan,38817349,13777,3392,104,458,7,2830
2020-05-06,Australia,25464216,688656,6875,97,5984,27,794
2020-05-06,Morocco,36857758,52958,5408,183,2017,1,3208
2020-05-06,Malaysia,32315733,222150,6428,107,4702,22,1619
2020-05-06,Kazakhstan,18749587,336480,4422,30,1408,31,2984
2020-05-06,Finland,5539729,108200,5573,252,3500,44,1821
2020-05-06,Nigeria,205486161,21208,3145,103,534,4,2508
2020-05-06,Moldova,4035024,20447,4476,143,1658,237,2675
2020-05-06,Ghana,30991423,129461,3091,18,294,4,2779
2020-05-06,Oman,5089968,40459,2903,13,888,17,2002
2020-05-06,Armenia,2962604,26929,2782,40,1135,10,1607
2020-05-06,Bolivia,11653648,7651,1802,86,187,3,1529
2020-05-06,Luxembourg,624724,50533,3851,98,3452,20,301
2020-05-06,Iraq,40108260,117726,2480,102,1602,,776
2020-05-06,Hungary,9663123,86743,3111,373,759,50,1979
2020-05-06,Cameroon,26461313,,2265,108,1000,12,1157
2020-05-06,Azerbaijan,10128288,169790,2127,28,1536,18,563
2020-05-06,Thailand,69779718,227860,2989,55,2761,61,173
2020-05-06,Greece,10428746,87052,2663,147,1374,36,1142
2020-05-06,Guinea,13086759,,1856,11,597,,1248
2020-05-06,Uzbekistan,33409960,325000,2233,10,1577,8,646
2020-05-06,Honduras,9885245,5653,1270,93,122,10,1055
2020-05-06,Sudan,43719159,,852,49,80,,723
2020-05-06,Senegal,16687100,18969,1433,12,493,6,928
2020-05-06,Bosnia and Herzegovina,3283087,36492,1987,86,928,4,973
2020-05-06,Bulgaria,6954222,51768,1778,84,360,38,1334
2020-05-06,Croatia,4108081,41053,2119,85,1601,14,433
2020-05-06,Ivory Coast,26294743,11448,1516,18,721,,777
2020-05-06,Guatemala,17874358,7200,763,19,79,5,665
2020-05-06,Cuba,11327404,59648,1703,69,1001,14,633
2020-05-06,North Macedonia,2083384,17836,1539,88,1057,21,394
2020-05-06,Iceland,340982,51663,1799,10,1750,,39
2020-05-06,Estonia,1326433,58955,1713,55,264,4,1394
2020-05-06,Tajikistan,9510530,,379,8,,,371
2020-05-06,Lithuania,2726360,156493,1428,48,718,17,662
2020-05-06,DRC,89204344,,797,35,92,,670
2020-05-06,Djibouti,986245,14538,1124,3,755,,366
2020-05-06,New Zealand,4817585,160700,1488,21,1316,2,151
2020-05-06,Slovakia,5459339,104606,1429,25,762,4,642
2020-05-06,Slovenia,2078905,58923,1448,99,246,14,1103
2020-05-06,Somalia,15835721,,873,39,87,2,747
2020-05-06,Gabon,2219053,724,397,6,93,1,298
2020-05-06,El Salvador,6482375,33628,633,15,219,4,399
2020-05-06,Mayotte,271976,3400,739,9,352,6,378
2020-05-06,Kyrgyzstan,6510930,59490,871,12,614,13,245
2020-05-06,Maldives,539365,9863,617,2,20,2,595
2020-05-06,Hong Kong,7489763,154989,1041,4,932,2,105
2020-05-06,Tunisia,11803787,25555,1025,43,591,18,391
2020-05-06,Guinea-Bissau,1962083,1500,475,2,24,,449
2020-05-06,Latvia,1888464,68627,900,17,464,3,419
2020-05-06,Sri Lanka,21402783,29378,797,9,215,1,573
2020-05-06,Albania,2878155,9531,832,31,595,7,206
2020-05-06,Lebanon,6828869,44701,750,25,206,43,519
2020-05-06,Cyprus,1206320,66975,883,15,296,15,572
2020-05-06,Kenya,53621669,25861,582,26,190,1,366
2020-05-06,Niger,24088734,5409,770,38,561,,171
2020-05-06,Mali,20174887,2172,631,32,261,,338
2020-05-06,Costa Rica,5088572,14448,761,6,428,5,327
2020-05-06,Burkina Faso,20829100,,729,48,555,,126
2020-05-06,Paraguay,7121943,11913,440,10,142,9,288
2020-05-06,Andorra,77251,1673,751,46,521,15,184
2020-05-06,Zambia,18317156,10270,146,4,101,1,41
2020-05-06,Uruguay,3472331,24656,673,17,486,10,170
2020-05-06,Equatorial Guinea,1396874,854,439,4,13,,422
2020-05-06,Georgia,3990035,20579,610,9,269,6,332
2020-05-06,San Marino,33923,2660,608,41,97,4,470
2020-05-06,Jordan,10191015,97110,473,9,377,5,87
2020-05-06,Venezuela,28445034,490851,379,10,176,1,193
2020-05-06,Malta,441407,38337,484,5,407,,72
2020-05-06,Channel Islands,173672,5342,545,40,406,,99
2020-05-06,Haiti,11385726,1037,101,12,10,,79
2020-05-06,Jamaica,2959659,5993,473,9,56,,408
2020-05-06,Chad,16364523,,170,17,43,,110
2020-05-06,Sierra Leone,7956645,,225,14,54,,157
2020-05-06,Tanzania,59512999,,480,16,167,7,297
2020-05-06,Réunion,894557,17200,425,,300,2,125
2020-05-06,Taiwan,23811805,65589,439,6,339,,94
2020-05-06,Congo,5500730,,264,10,30,,224
2020-05-06,Palestine,5086351,34511,374,2,174,,198
2020-05-06,Nepal,29071791,64492,99,,22,,77
2020-05-06,Ethiopia,114599417,26517,162,4,93,,65
2020-05-06,Benin,12082333,,96,2,50,,44
2020-05-06,Isle of Man,84980,3459,327,23,271,19,33
2020-05-06,Mauritius,1271525,55494,332,10,320,3,2
2020-05-06,Togo,8254058,8835,128,9,77,,42
2020-05-06,Cabo Verde,555261,791,191,2,38,,151
2020-05-06,CAR,4819377,3498,94,,10,,84
2020-05-06,Montenegro,628057,7816,324,8,261,2,55
2020-05-06,Vietnam,97234232,261004,271,,232,8,39
2020-05-06,Madagascar,27599599,3907,158,,101,1,57
2020-05-06,Rwanda,12911155,37315,268,,130,,138
2020-05-06,South Sudan,11177895,1247,58,,,,58
2020-05-06,Uganda,45550580,44110,100,,55,,45
2020-05-06,Sao Tome and Principe,218653,175,174,3,4,,167
2020-05-06,Liberia,5042565,,178,20,75,,83
2020-05-06,French Guiana,297687,,138,1,111,2,26
2020-05-06,Eswatini,1158724,714,123,2,12,,109
2020-05-06,Martinique,375298,,182,14,83,5,85
2020-05-06,Myanmar,54366792,9980,161,6,50,,105
2020-05-06,Faeroe Islands,48841,8241,187,,185,,2
2020-05-06,Guadeloupe,400116,,152,13,104,4,35
2020-05-06,Gibraltar,33692,3252,144,,136,,8
2020-05-06,Mozambique,31141818,3041,81,,21,,60
2020-05-06,Brunei,436979,14754,139,1,131,2,7
2020-05-06,Mongolia,3271795,8946,41,,13,,28
2020-05-06,Yemen,29742981,120,25,5,1,,19
2020-05-06,Bermuda,62304,3569,118,7,59,4,52
2020-05-06,Guyana,786108,680,93,10,27,3,56
2020-05-06,Cambodia,16690788,12611,122,,120,1,2
2020-05-06,Trinidad and Tobago,1398962,2121,116,8,103,,5
2020-05-06,Aruba,106713,1798,101,2,89,4,10
2020-05-06,Monaco,39209,,95,4,82,1,9
2020-05-06,Bahamas,392795,1500,92,11,26,1,55
2020-05-06,Cayman Islands,65629,3050,78,1,30,3,47
2020-05-06,Barbados,287335,2629,82,7,47,4,28
2020-05-06,Liechtenstein,38115,900,82,1,55,,26
2020-05-06,Mauritania,4633922,1842,8,1,6,,1
2020-05-06,Sint Maarten,42817,329,76,14,44,7,18
2020-05-06,Malawi,19066433,961,43,3,9,1,31
2020-05-06,Libya,6859926,2338,64,3,24,,37
2020-05-06,French Polynesia,280717,2697,60,,54,1,6
2020-05-06,Syria,17446406,,45,3,27,,15
2020-05-06,Angola,32731783,3000,36,2,11,,23
2020-05-06,Zimbabwe,14836491,7642,34,4,5,,25
2020-05-06,Macao,648258,,45,,39,1,6
2020-05-06,Burundi,11844472,284,15,1,7,,7
2020-05-06,Saint Martin,38585,,38,3,29,1,6
2020-05-06,Eritrea,3540444,,39,,30,,9
2020-05-06,Nicaragua,6615040,,16,5,7,,4
2020-05-06,Antigua and Barbuda,97833,153,25,3,16,1,6
2020-05-06,Botswana,2345678,9066,23,1,8,,14
2020-05-06,Gambia,2407856,562,17,1,9,,7
2020-05-06,Timor-Leste,1315315,664,24,,20,,4
2020-05-06,Grenada,112462,1406,21,,13,4,8
2020-05-06,Bhutan,770586,11373,7,,5,,2
2020-05-06,Laos,7262665,2505,19,,10,,9
2020-05-06,Belize,396732,1043,18,2,16,,0
2020-05-06,Fiji,895677,1300,18,,14,,4
2020-05-06,New Caledonia,285170,5213,18,,17,1,1
2020-05-06,Saint Lucia,183529,446,18,,15,,3
2020-05-06,St. Vincent Grenadines,110899,137,17,,9,,8
2020-05-06,Curaçao,164015,374,16,1,13,,2
2020-05-06,Dominica,71965,416,16,,14,,2
2020-05-06,Namibia,2535193,1122,16,,8,,8
2020-05-06,Saint Kitts and Nevis,53155,318,15,,12,,3
2020-05-06,Falkland Islands,3467,388,13,,13,,0
2020-05-06,Turks and Caicos,38653,107,12,1,6,,5
2020-05-06,Vatican City,801,,12,,2,,10
2020-05-06,Comoros,867268,,8,1,,,7
2020-05-06,Montserrat,4992,36,11,1,7,1,3
2020-05-06,Suriname,586006,404,10,1,9,,0
2020-05-06,Greenland,56759,1362,11,,11,,0
2020-05-06,Seychelles,98275,,11,,8,,3
2020-05-06,British Virgin Islands,30207,132,7,1,3,,3
2020-05-06,Papua New Guinea,8925907,2402,8,,8,,0
2020-05-06,Caribbean Netherlands,26194,110,6,,,,6
2020-05-06,St. Barth,9874,,6,,6,,0
2020-05-06,Western Sahara,595462,,6,,5,,1
2020-05-06,Anguilla,14987,,3,,3,,0
2020-05-06,Lesotho,2140235,,,,,,
2020-05-06,Saint Pierre Miquelon,5797,,1,,,,1
2020-05-07,USA,330774664,8297562,1292623,76928,217250,16995,998445
2020-05-07,Russia,145927292,4803192,177160,1625,23803,2300,151732
2020-05-07,Spain,46752703,1932455,256855,26070,163919,2075,66866
2020-05-07,Brazil,212380932,339552,135693,9188,55350,8318,71155
2020-05-07,UK,67844241,1534533,206715,30615,,1559,175756
2020-05-07,Italy,60471924,2381288,215858,29958,96276,1311,89624
2020-05-07,France,65256826,1384633,174791,25987,55027,2961,93777
2020-05-07,Germany,83752855,2755770,169430,7392,139900,1823,22138
2020-05-07,Turkey,84230075,1265119,133721,3641,82984,1260,47096
2020-05-07,Iran,83862642,544702,103135,6486,82744,2728,13905
2020-05-07,India,1378381772,1357413,56351,1889,16776,,37686
2020-05-07,Peru,32915899,448020,58526,1627,18388,722,38511
2020-05-07,China,1439323776,,82885,4633,77957,23,295
2020-05-07,Canada,37702769,1005294,64922,4408,28972,502,31542
2020-05-07,Saudi Arabia,34747330,405685,33731,219,7798,145,25714
2020-05-07,Belgium,11583739,493325,51420,8415,12980,538,30025
2020-05-07,Mexico,128770253,105664,27634,2704,17781,378,7149
2020-05-07,Chile,19096687,244226,24581,285,11664,493,12632
2020-05-07,Netherlands,17130492,249655,41774,5288,,584,36236
2020-05-07,Pakistan,220356788,244778,24644,585,6464,111,17595
2020-05-07,Qatar,2875047,116495,18890,12,2286,72,16592
2020-05-07,Ecuador,17610231,83218,30298,1654,3433,156,25211
2020-05-07,Switzerland,8647139,290365,30126,1810,25900,121,2416
2020-05-07,Belarus,9449678,229466,20168,116,5067,92,14985
2020-05-07,Sweden,10091856,148500,24623,3040,4971,425,16612
2020-05-07,Portugal,10200063,485925,26715,1105,2258,135,23352
2020-05-07,Singapore,5844888,175604,20939,20,1712,19,19207
2020-05-07,Ireland,4931150,214761,22385,1403,17110,93,3872
2020-05-07,UAE,9875965,1200000,16240,165,3572,1,12503
2020-05-07,Bangladesh,164493041,105513,12425,199,1910,1,10316
2020-05-07,Poland,37851327,425994,15047,755,4862,160,9430
2020-05-07,Ukraine,43762985,151569,13691,340,2396,178,10955
2020-05-07,Indonesia,273176544,134151,12776,930,2381,,9465
2020-05-07,Romania,19251921,226613,14499,888,6144,234,7467
2020-05-07,Israel,8638917,432453,16381,240,10873,83,5268
2020-05-07,South Africa,59218133,292153,8232,161,3153,36,4918
2020-05-07,Japan,126520115,190030,15477,577,4918,308,9982
2020-05-07,Colombia,50817787,131110,9456,407,2300,123,6749
2020-05-07,Austria,9000366,292254,15752,609,13698,92,1445
2020-05-07,Kuwait,4262847,196397,6567,44,2381,91,4142
2020-05-07,Egypt,102094004,90000,7981,482,1887,41,5612
2020-05-07,Dominican Republic,10834889,36959,9095,373,2064,133,6658
2020-05-07,Philippines,109403890,144583,10343,685,1618,31,8040
2020-05-07,S. Korea,51264120,649388,10810,256,9419,55,1135
2020-05-07,Denmark,5789832,284480,10083,514,7711,43,1858
2020-05-07,Serbia,8741321,122995,9848,206,2160,46,7482
2020-05-07,Panama,4306425,38014,7731,218,859,88,6654
2020-05-07,Czechia,10706690,286821,8031,270,4371,52,3390
2020-05-07,Argentina,45146322,75198,5371,282,1601,148,3488
2020-05-07,Norway,5416217,191946,8034,217,32,27,7785
2020-05-07,Algeria,43752773,6500,5182,483,2323,22,2376
2020-05-07,Bahrain,1693667,166378,4199,8,2000,4,2191
2020-05-07,Afghanistan,38817349,14389,3563,106,468,7,2989
2020-05-07,Australia,25464216,722549,6896,97,6040,23,759
2020-05-07,Morocco,36857758,56492,5548,183,2179,1,3186
2020-05-07,Malaysia,32315733,231019,6467,107,4776,19,1584
2020-05-07,Kazakhstan,18749587,353843,4578,30,1518,31,3030
2020-05-07,Finland,5539729,112100,5673,255,3500,44,1918
2020-05-07,Nigeria,205486161,22492,3526,107,601,4,2818
2020-05-07,Moldova,4035024,20447,4605,145,1747,237,2713
2020-05-07,Ghana,30991423,135902,3091,18,303,4,2770
2020-05-07,Oman,5089968,50000,2958,15,980,17,1963
2020-05-07,Armenia,2962604,28017,2884,42,1185,10,1657
2020-05-07,Bolivia,11653648,7651,1886,91,198,3,1597
2020-05-07,Luxembourg,624724,51883,3859,100,3505,21,254
2020-05-07,Iraq,40108260,120604,2543,102,1626,,815
2020-05-07,Hungary,9663123,94036,3150,383,801,50,1966
2020-05-07,Cameroon,26461313,,2267,108,1002,12,1157
2020-05-07,Azerbaijan,10128288,175910,2204,28,1551,18,625
2020-05-07,Thailand,69779718,227860,2992,55,2772,61,165
